tag,dataset,method,category,status,exit_code,wall_s,peak_vram_mb,meta_epochs,total_iter,batch_size,auroc_mean,pixel_auroc_mean,sal_f1_mean,reason,log_path,results_csv
mvtec_dinomaly,mvtec,dinomaly,bottle,ok,0,679.9,11825,,200,,1.0,0.9916131496429443,0.7532259225845337,,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_dinomaly\run_logs\dinomaly__mvtec__bottle.log,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_dinomaly\results\dinomaly__bottle\dinomaly__layer2_layer3_\results_dinomaly.csv
mvtec_dinomaly,mvtec,dinomaly,cable,ok,0,758.6,11786,,200,,0.9859445095062256,0.978908896446228,0.6131976246833801,,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_dinomaly\run_logs\dinomaly__mvtec__cable.log,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_dinomaly\results\dinomaly__cable\dinomaly__layer2_layer3_\results_dinomaly.csv
mvtec_dinomaly,mvtec,dinomaly,capsule,timeout,,900.0,11808,,200,,,,,exceeded 900s,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_dinomaly\run_logs\dinomaly__mvtec__capsule.log,
mvtec_dinomaly,mvtec,dinomaly,carpet,ok,0,753.1,11804,,200,,1.0,0.9949952363967896,0.7309238314628601,,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_dinomaly\run_logs\dinomaly__mvtec__carpet.log,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_dinomaly\results\dinomaly__carpet\dinomaly__layer2_layer3_\results_dinomaly.csv
mvtec_dinomaly,mvtec,dinomaly,grid,timeout,,900.0,11811,,200,,,,,exceeded 900s,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_dinomaly\run_logs\dinomaly__mvtec__grid.log,
mvtec_dinomaly,mvtec,dinomaly,hazelnut,timeout,,900.0,11799,,200,,,,,exceeded 900s,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_dinomaly\run_logs\dinomaly__mvtec__hazelnut.log,
mvtec_dinomaly,mvtec,dinomaly,leather,timeout,,900.0,11810,,200,,,,,exceeded 900s,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_dinomaly\run_logs\dinomaly__mvtec__leather.log,
mvtec_dinomaly,mvtec,dinomaly,metal_nut,timeout,,900.0,11812,,200,,,,,exceeded 900s,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_dinomaly\run_logs\dinomaly__mvtec__metal_nut.log,
mvtec_dinomaly,mvtec,dinomaly,pill,timeout,,900.0,11806,,200,,,,,exceeded 900s,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_dinomaly\run_logs\dinomaly__mvtec__pill.log,
mvtec_dinomaly,mvtec,dinomaly,screw,ok,0,714.7,11800,,200,,0.9161713123321533,0.9922375679016113,0.6300837397575378,,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_dinomaly\run_logs\dinomaly__mvtec__screw.log,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_dinomaly\results\dinomaly__screw\dinomaly__layer2_layer3_\results_dinomaly.csv
mvtec_dinomaly,mvtec,dinomaly,toothbrush,timeout,,900.0,11829,,200,,,,,exceeded 900s,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_dinomaly\run_logs\dinomaly__mvtec__toothbrush.log,
mvtec_dinomaly,mvtec,dinomaly,capsule,timeout,,1200.0,11787,,200,,,,,exceeded 1200s,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_dinomaly\run_logs\dinomaly__mvtec__capsule.log,
mvtec_dinomaly,mvtec,dinomaly,grid,ok,0,999.2,11788,,200,,1.0,0.9951679706573486,0.664054274559021,,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_dinomaly\run_logs\dinomaly__mvtec__grid.log,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_dinomaly\results\dinomaly__grid\dinomaly__layer2_layer3_\results_dinomaly.csv
mvtec_dinomaly,mvtec,dinomaly,hazelnut,ok,0,1160.8,11787,,200,,1.0,0.9959570169448853,0.709604024887085,,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_dinomaly\run_logs\dinomaly__mvtec__hazelnut.log,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_dinomaly\results\dinomaly__hazelnut\dinomaly__layer2_layer3_\results_dinomaly.csv
mvtec_dinomaly,mvtec,dinomaly,tile,ok,0,907.7,11807,,200,,1.0,0.9795605540275574,0.6510570645332336,,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_dinomaly\run_logs\dinomaly__mvtec__tile.log,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_dinomaly\results\dinomaly__tile\dinomaly__layer2_layer3_\results_dinomaly.csv
mvtec_dinomaly,mvtec,dinomaly,transistor,ok,0,1032.4,11802,,200,,0.9895833730697632,0.9202150106430054,0.4144630432128906,,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_dinomaly\run_logs\dinomaly__mvtec__transistor.log,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_dinomaly\results\dinomaly__transistor\dinomaly__layer2_layer3_\results_dinomaly.csv
mvtec_dinomaly,mvtec,dinomaly,wood,ok,0,1593.5,11804,,200,,0.9964912533760071,0.9759107828140259,0.7140803933143616,,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_dinomaly\run_logs\dinomaly__mvtec__wood.log,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_dinomaly\results\dinomaly__wood\dinomaly__layer2_layer3_\results_dinomaly.csv
mvtec_dinomaly,mvtec,dinomaly,zipper,ok,0,674.7,11788,,200,,0.9963235259056091,0.9858699440956116,0.5346963405609131,,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_dinomaly\run_logs\dinomaly__mvtec__zipper.log,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_dinomaly\results\dinomaly__zipper\dinomaly__layer2_layer3_\results_dinomaly.csv
mvtec_dinomaly,mvtec,dinomaly,capsule,ok,0,1512.1,11801,,200,,0.963701605796814,0.987067461013794,0.610112726688385,,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_dinomaly\run_logs\dinomaly__mvtec__capsule.log,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_dinomaly\results\dinomaly__capsule\dinomaly__layer2_layer3_\results_dinomaly.csv
