tag,dataset,method,category,status,exit_code,wall_s,peak_vram_mb,meta_epochs,total_iter,batch_size,auroc_mean,pixel_auroc_mean,sal_f1_mean,reason,log_path,results_csv
mvtec_rd_orig,mvtec,rd_orig,bottle,ok,0,200.3,7971,35,,,1.0,0.9890332221984863,0.7513402700424194,,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_rd_orig\run_logs\rd_orig__mvtec__bottle.log,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_rd_orig\results\rd_orig__bottle\rd_orig__layer2_layer3_\results_rd_orig.csv
mvtec_rd_orig,mvtec,rd_orig,cable,ok,0,315.5,7993,35,,,0.9713268280029297,0.9747571349143982,0.5428313612937927,,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_rd_orig\run_logs\rd_orig__mvtec__cable.log,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_rd_orig\results\rd_orig__cable\rd_orig__layer2_layer3_\results_rd_orig.csv
mvtec_rd_orig,mvtec,rd_orig,capsule,ok,0,301.8,8025,35,,,0.9533306360244751,0.9849380254745483,0.4561906158924103,,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_rd_orig\run_logs\rd_orig__mvtec__capsule.log,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_rd_orig\results\rd_orig__capsule\rd_orig__layer2_layer3_\results_rd_orig.csv
mvtec_rd_orig,mvtec,rd_orig,carpet,ok,0,378.5,7962,35,,,0.9919742941856384,0.9901849627494812,0.6266396641731262,,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_rd_orig\run_logs\rd_orig__mvtec__carpet.log,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_rd_orig\results\rd_orig__carpet\rd_orig__layer2_layer3_\results_rd_orig.csv
mvtec_rd_orig,mvtec,rd_orig,grid,ok,0,240.4,7990,35,,,0.9908103942871094,0.990913450717926,0.5462915301322937,,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_rd_orig\run_logs\rd_orig__mvtec__grid.log,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_rd_orig\results\rd_orig__grid\rd_orig__layer2_layer3_\results_rd_orig.csv
mvtec_rd_orig,mvtec,rd_orig,hazelnut,ok,0,513.1,7965,35,,,1.0,0.9905741214752197,0.6619333028793335,,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_rd_orig\run_logs\rd_orig__mvtec__hazelnut.log,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_rd_orig\results\rd_orig__hazelnut\rd_orig__layer2_layer3_\results_rd_orig.csv
mvtec_rd_orig,mvtec,rd_orig,leather,ok,0,301.8,7968,35,,,1.0,0.9944395422935486,0.5876001119613647,,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_rd_orig\run_logs\rd_orig__mvtec__leather.log,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_rd_orig\results\rd_orig__leather\rd_orig__layer2_layer3_\results_rd_orig.csv
mvtec_rd_orig,mvtec,rd_orig,metal_nut,ok,0,191.1,7996,35,,,1.0,0.9751855134963989,0.7616261839866638,,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_rd_orig\run_logs\rd_orig__mvtec__metal_nut.log,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_rd_orig\results\rd_orig__metal_nut\rd_orig__layer2_layer3_\results_rd_orig.csv
mvtec_rd_orig,mvtec,rd_orig,pill,ok,0,273.3,8033,35,,,0.9732678532600403,0.979935884475708,0.7766271829605103,,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_rd_orig\run_logs\rd_orig__mvtec__pill.log,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_rd_orig\results\rd_orig__pill\rd_orig__layer2_layer3_\results_rd_orig.csv
mvtec_rd_orig,mvtec,rd_orig,screw,ok,0,290.6,7968,35,,,0.9637220501899719,0.9941207766532898,0.5978824496269226,,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_rd_orig\run_logs\rd_orig__mvtec__screw.log,C:\Users\owen3\Desktop\labs\No_Submit\code\dinomaly_share_codebase\dinomaly_share_codebase\results_w55\mvtec_rd_orig\results\rd_orig__screw\rd_orig__layer2_layer3_\results_rd_orig.csv
